issue_date,target_report_date,update_id,checkpoint_id,iz_code,node_index,anchor_rate_y_t,predicted_delta,predicted_rate,predicted_variance,predicted_sigma,calibrated80_lower,calibrated80_upper,calibrated95_lower,calibrated95_upper,uncertainty_flag,alpha_geo,alpha_transport,alpha_mobility,node_order_hash,forecast_status,observed_target_available,include_in_metrics,observed_rate,model_error,model_absolute_error,persistence_prediction,persistence_absolute_error
2023-02-25,2023-03-04,U10,U10,S02001638,62,23.06273062730628,18.81277084350586,41.87550147081214,2467.10107421875,49.669921875,18.228687124498663,65.52231581712562,1.0800874998648735,82.6709154417594,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001639,63,21.877050973528767,17.565040588378906,39.44209156190768,2300.4833984375,47.96335220336914,16.60773906862154,62.27644405519381,0.0483346954525956,78.83584842836275,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001640,64,21.13718030014796,20.18985939025879,41.32703969040675,1935.0751953125,43.9894905090332,20.38455960312648,62.26951977768702,5.197133989723156,77.45694539109034,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001641,65,18.331805682859763,11.11801528930664,29.449820972166403,1861.6654052734373,43.14701843261719,8.90842387743984,49.99121806689297,-5.988136791505472,64.88777873583828,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001642,66,54.005400540054005,-19.057737350463867,34.94766318959014,2467.206787109375,49.67098236083984,11.300343395888966,58.59498298329131,-5.848624347030956,75.74395072621124,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001643,67,52.594670406732114,-22.59496688842773,29.99970351830438,2230.622314453125,47.22946166992188,7.514741054925473,52.484665981683285,-8.791289218512027,68.79069625512079,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001644,68,18.254837531945967,14.999086380004885,33.25392391195085,1695.5484619140625,41.17703628540039,13.65039493551042,52.85745288839128,-0.5660261918089162,67.07387401571062,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001645,69,25.81311306143521,9.090457916259766,34.903570977694976,1893.6466064453125,43.51604843139648,14.18648609305142,55.62065586233853,-0.8374797425198679,70.64462169790983,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001646,70,28.31257078142696,11.653847694396973,39.96641847582393,1880.6632080078125,43.36661148071289,19.32047769518428,60.61235925646358,4.348101825433304,75.58473512621455,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001647,71,16.54807214959457,14.694585800170898,31.24265794976547,1543.6300048828125,39.289058685302734,12.537955572446132,49.94736032708481,-1.0266406037013276,63.51195650323227,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001648,72,28.10567734682406,12.364609718322754,40.47028706514681,1928.42724609375,43.91386032104492,19.56381390535677,61.37676022493685,4.402499894736657,76.53807423555696,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
2023-02-25,2023-03-04,U10,U10,S02001649,73,25.278058645096056,7.081519603729248,32.3595782488253,1806.15087890625,42.49883270263672,12.12676918205284,52.59238731559776,-2.546004179153215,67.26516067680382,normal,0.3181084990501404,0.3234014213085174,0.3584901392459869,8f625000ca42af45709b4e887a429c93971443f30f2fbddbe07863342ca16d34,unverified_extrapolation,False,False,,,,,
